1,"富士フィルムHD",1063
2,"富士ゼロックス",915
3,"ソニー",865
4,"コニカミノルタHD",858
5,"象印マホービン",776
6,"富士通",764
7,"パナソニック",756
8,"三菱電機",748
9,"東芝",745
10,"NEC",716
11,"カシオ計算機",716
12,"キヤノン",716
13,"リコー",714
14,"日立製作所",700
15,"ヤマハ",688
16,"セイコーホールディングス",683
17,"シャープ",677
18,"ニコン",676
