1,"マツモトキヨシHD",753
2,"アライドハーツHD",737
3,"ツルハHD",684
4,"ココカラファインHD",640
5,"ファーマライズHD",590
6,"CFSコーポレーション",585
7,"スギHD",528
8,"クリエイトSDHD",507
9,"日本調剤",506
10,"カワチ薬品",471
11,"クオール",471
