1,"三井住友フィナンシャルG",1294
2,"三菱UFJフィナンシャルG",1084
3,"みずほフィナンシャルG",1005
4,"中央三井トラストHD",978
5,"ほくほくフィナンシャルG",905
6,"りそなHD",900
7,"山口フィナンシャルG",881
8,"ふくおかフィナンシャルG",872
9,"紀陽HD",853
10,"新生銀行",849
11,"セブン銀行",845
12,"札幌北洋HD",801
13,"あおぞら銀行",801
14,"静岡銀行",792
15,"七十七銀行",760
