1,"吉野家HD",904
2,"WDI",892
3,"ダスキン",815
4,"Brサーティワンアイスクリーム",746
5,"日本ケンタッキー・フライド・チキン",680
6,"リンガーハット",662
7,"ドトール・日レスホールディングス",660
8,"ヴィア・ホールディングス",643
9,"モスフードサービス",627
10,"サイゼリヤ",585
