1,"日本貨物航空",822
2,"全日本空輸",728
3,"国際航業HD",627
4,"パスコ",620
5,"アジア航測",603
6,"北海道国際航空（AIR DO）",522
7,"スカイマーク",522
8,"スカイネットアジア航空",376
