1,"花王",772
2,"マンダム",722
3,"資生堂",705
4,"ミルボン",629
5,"エイボン・プロダクツ",575
6,"ナリス化粧品",571
7,"ファンケル",556
8,"アイビー化粧品",546
9,"ノエビア",543
10,"コーセー",520
11,"ハーバー研究所",506
12,"コタ",481
13,"日本色材工業研究所",453
14,"ハウス オブ ローゼ",377
15,"ドクターシーラボ",377
16,"フェヴリナ",311
