1,"LDH",855
2,"エムスリー",807
3,"ケアネット",792
4,"ニフティ",725
5,"ソネットエンタテインメント",687
6,"楽天",681
7,"ブロードメディア",681
8,"ngi group",669
9,"デジタルガレージ",663
10,"一休",649
11,"カカクコム",636
12,"オリコン",633
13,"ミクシィ",627
14,"ディー・エヌ・エー",621
15,"ゴルフダイジェスト・オンライン",617
16,"朝日ネット",611
17,"フィスコ",596
18,"クックパッド",594
