1,"日清製粉グループ本社",903
2,"雪印メグミルク",882
3,"日本たばこ産業",877
4,"味の素",844
5,"日清食品HD",788
6,"江崎グリコ",788
7,"日本食品化工",777
8,"エバラ食品工業",776
9,"キッコーマン",770
10,"明治製菓",769
