1,"阪急阪神ホールディングス",787
2,"ANA",728
3,"楽天",681
4,"一休",649
5,"ユーラシア旅行社",566
6,"ニッコウトラベル",472
7,"エイチ・アイ・エス",454
8,"農協観光",426
9,"近畿日本ツーリスト",412
