1,"大塚ホールディングス",1111
2,"キリンHD",976
3,"サントリーHD",941
4,"アサヒビール",881
5,"日本たばこ産業",877
6,"サッポロホールディングス",870
7,"ヤクルト本社",752
8,"カゴメ",672
9,"三国コカ・コーラボトリング",656
10,"コカ・コーラ ウエスト",638
11,"コカ・コーラ セントラルジャパン",587
12,"ダイドードリンコ",578
13,"北海道コカ・コーラボトリング",554
14,"ジャパンフーズ",543
15,"キーコーヒー",520
16,"伊藤園",496
