1,"東急不動産",954
2,"PGMホールディングス",914
3,"サンシャインシティ",847
4,"オリエンタルランド",818
5,"阪急阪神HD",787
6,"西武ホールディングス",780
7,"名古屋競馬",778
8,"京王電鉄",768
9,"東京急行電鉄",738
10,"東京都競馬",735
11,"セガサミーホールディングス",734
12,"AOKIホールディングス",701
13,"バンダイナムコHD",690
14,"東武鉄道",663
15,"横浜スタジアム",659
